brand;model;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;dimentions;weight_g;weight_oz;display_resolution;display_size;OS;CPU;GPU;internal_memory;primary_camera;secondary_camera;USB;battery;colors;approx_price_EUR;img_url
Celkon;Glory Q5;HSDPA 2100 ;;Yes;Yes;Yes;2014  October;144.7 x 72.1 x 7.4 mm (5.70 x 2.84 x 0.29 in);156;550;5.0 inches (~66.1% screen-to-body ratio);540 x 960 pixels (~220 ppi pixel density);Android 4.4 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;8 GB;5 MP| autofocus| LED flash;1.3 MP;microUSB 2.0;Li-Ion 1800 mAh battery;White| Silver| Grey;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q5.jpg
Celkon;Campus One A354C;;;;Yes;Yes;2014  October;-;;;3.5 inches (~46.7% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.4 (KitKat);1.0 GHz;;256 MB ;2 MP| dual-LED flash;VGA;microUSB 2.0;Li-Ion 1200 mAh battery;White| Blue| Red| Yellow| Dark Blue| Green;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a354c.jpg
Celkon;Campus Nova A352E;;;;Yes;Yes;2014  October;-;;;3.5 inches (~46.7% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.2.2 (Jelly Bean);1.0 GHz;;256 MB ;2 MP;No;microUSB 2.0;Li-Ion 1400 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a352e.jpg
Celkon;A43;HSDPA 2100 ;;HSPA;Yes;Yes;2014  July;124 x 63 x 8.5 mm (4.88 x 2.48 x 0.33 in);;;4.0 inches (~58.3% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;5 MP;1.3 MP;Yes;Li-Ion 1400 mAh battery;Blue| Black| Grey;80;http://cdn2.gsmarena.com/vv/bigpic/xolo-a43.jpg
Celkon;A42;HSDPA 2100 ;;HSPA;Yes;Yes;2014  July;124.5 x 63.5 x 10.2 mm (4.90 x 2.5 x 0.40 in);;;4.0 inches (~57.6% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;5 MP;1.3 MP;Yes;Li-Ion 1400 mAh battery;Yellow| Blue| White;80;http://cdn2.gsmarena.com/vv/bigpic/xolo-a42.jpg
Celkon;Q500 Millennium Ultra;HSDPA 2100 ;;HSPA;Yes;Yes;2014;145.6 x 71.8 x 8 mm (5.73 x 2.83 x 0.31 in);149;526;5.0 inches (~65.9% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;;16 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Li-Ion 2500 mAh battery;White;120;http://cdn2.gsmarena.com/vv/bigpic/celkon-millennium-ultra-q500.jpg
Celkon;Q44;HSDPA 2100 ;;HSPA;Yes;Yes;2014;129 x 64.2 x 9.5 mm (5.08 x 2.53 x 0.37 in);1336;473;4.0 inches (~55.0% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz;;8 GB;5 MP;2 MP;Yes;Li-Ion 1500 mAh battery;Silver| Gold| Grey;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q44.jpg
Celkon;A500;HSDPA 2100 ;;HSPA;Yes;Yes;2014  August;141.4 x 72.6 x 10.2 mm (5.57 x 2.86 x 0.40 in);147;519;5.0 inches (~67.1% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Dual-core 1.3 GHz Cortex-A7;Mali-400;8 GB;5 MP;VGA;microUSB 2.0;Li-Ion 2000 mAh battery;Black| White;90;http://cdn2.gsmarena.com/vv/bigpic/celkon-a500.jpg
Celkon;A21;HSDPA 2100 ;;HSPA;Yes;Yes;2014;124.8 x 66.1 x 10.8 mm (4.91 x 2.60 x 0.43 in);1153;406;4.0 inches (~57.8% screen-to-body ratio);320 x 480 pixels (~144 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;512 MB;3.15 MP;1.3 MP;Yes;Li-Ion 1500 mAh battery;Black| Blue| Red;60;http://cdn2.gsmarena.com/vv/bigpic/celkon-a21.jpg
Celkon;A115;HSDPA 2100 ;;HSPA;Yes;Yes;2014;148 x 74 x 9.3 mm (5.83 x 2.91 x 0.37 in);164;578;5.0 inches (~62.9% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;4 GB;8 MP;1.3 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a115.jpg
Celkon;Q455;HSDPA 2100 ;;HSPA;Yes;Yes;2014;136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in);130;459;4.5 inches (~60.1% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2;;16 GB;8 MP;1.3 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;White| Black| Blue;100;http://cdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg
Celkon;Q470;HSDPA 2100 ;;HSPA;Yes;Yes;2014;138.4 x 68.8 x 8.3 mm (5.45 x 2.71 x 0.33 in);137;483;4.7 inches (~64.0% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;16 GB;8 MP;2 MP;microUSB 2.0;Removable Li-Ion 1800 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q470.jpg
Celkon;Q3000;HSDPA 2100 ;;HSPA;Yes;Yes;2014;145.6 x 72.7 x 10 mm (5.73 x 2.86 x 0.39 in);167;589;5.0 inches (~65.1% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;4 GB;8 MP;1.3 MP;microUSB 2.0;Removable Li-Ion 3000 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q3000.jpg
Celkon;A35k;HSDPA 2100 ;;HSPA;Yes;Yes;2014;119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in);102;360;3.5 inches (~48.7% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;;512 MB/ 2 GB;3.15 MP;VGA;microUSB 2.0;Removable Li-Ion 1400 mAh battery;White| Blue;40;http://cdn2.gsmarena.com/vv/bigpic/celkon-a35.jpg
Celkon;A125;HSDPA 2100 ;;HSPA;Yes;Yes;2014;138 x 68.5 x 10 mm (5.43 x 2.70 x 0.39 in);;;4.5 inches (~68.6% screen-to-body ratio);960 x 854 pixels (~286 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;5 MP;1.3 MP;microUSB 2.0;Li-Ion 2000 mAh battery;White| Black;80;http://cdn2.gsmarena.com/vv/bigpic/Celkon-A125.jpg
Celkon;C7010;;;;Yes;No;2014;102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in);906;317;2.8 inches (~40.2% screen-to-body ratio);320 x 480 pixels (~206 ppi pixel density);;;;;1.3 MP;Yes;Yes;Removable Li-Ion 1200 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c7010.jpg
Celkon;C5055;;;;Yes;No;2014;102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in);906;317;2.8 inches (~41.8% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);;;;;1.3 MP;Yes;Yes;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c5055.jpg
Celkon;C9 Jumbo;;;;Yes;No;2014;-;;;2.4 inches (~33.9% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 2000 mAh battery;Black/Red| Black/Blue| White/Red;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c9-jumbo.jpg
Celkon;C7 Jumbo;;;;Yes;No;2014;-;;;| -;240 x 320 pixels;;;;;1.3 MP;No;Yes;Removable battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c7-jumbo.jpg
Celkon;C6 Star;;;;No;No;2014;-;;;2.4 inches (~33.9% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1100 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c6-star.jpg
Celkon;C44 Duos;;;;Yes;No;2014;-;;;2.4 inches (~33.9% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 2200 mAh battery;Gold/Black| Gold/Red;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c44-duos.jpg
Celkon;C366;;;;Yes;No;2014;-;;;1.8 inches (~19.4% screen-to-body ratio);128 x 160 pixels (~114 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1000 mAh battery;Black/Red| Black/Blue| White/Red;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c366.jpg
Celkon;C619;;;;No;No;2014;112 x 47 x 15.8 mm (4.41 x 1.85 x 0.62 in);;;1.8 inches (~19.4% screen-to-body ratio);128 x 160 pixels (~114 ppi pixel density);;;;;VGA;No;Yes;Removable Li-Ion 1800 mAh battery;Black/Red| Black/White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c619.jpg
Celkon;C51;;;;No;No;2014;-;;;2.4 inches (~19.6% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1000 mAh battery;Brown| Champagne| Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c51.jpg
Celkon;C340;;;;Yes;No;2014;-;;;1.8 inches;128 x 160 pixels (~114 ppi pixel density);;;;;Yes;No;Yes;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c340.jpg
Celkon;C348+;;;;No;No;2014;-;;;1.8 inches;128 x 160 pixels (~114 ppi pixel density);;;;;Yes;No;Yes;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c348-plus.jpg
Celkon;C349+;;;;No;No;2014;111.5 x 47 x 14.5 mm (4.39 x 1.85 x 0.57 in);;;1.8 inches (~19.5% screen-to-body ratio);128 x 160 pixels (~114 ppi pixel density);;;;;Yes;No;Yes;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c349-plus.jpg
Celkon;C779;;;;Yes;No;2014;-;;;2.4 inches;240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1800 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c779.jpg
Celkon;C66+;;;;No;No;2014;116.9 x 49 x 10.5 mm (4.60 x 1.93 x 0.41 in);90;317;2.4 inches (~31.1% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;Yes;No;Yes;Removable Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c66-plus.jpg
Celkon;C44+;;;;Yes;No;2014;-;;;2.4 inches;240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c44-plus.jpg
Celkon;A64;;;;Yes;Yes;2014;124 x 65 x 10.5 mm (4.88 x 2.56 x 0.41 in);;;4.0 inches (~59.1% screen-to-body ratio);320 x 480 pixels (~144 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.2 GHz;;512 MB;2 MP| LED flash;VGA;microUSB;Li-Ion 1400 mAh battery;White| Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a64.jpg
Celkon;A66;;;;Yes;Yes;2014;136 x 67.2 x 11 mm (5.35 x 2.65 x 0.43 in);98;346;4.5 inches (~61.1% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 4.1.2 (Jelly Bean);Dual-core 1.2 GHz;;4 GB;3.15 MP| LED flash;VGA;microUSB;Li-Ion 2000 mAh battery;White| Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a66.jpg
Celkon;A9 Dual;;;;Yes;Yes;2014;120.5 x 63.9 x 10.6 mm (4.74 x 2.52 x 0.42 in);116;409;3.5 inches (~47.4% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.0 GHz;;512 MB;2 MP;VGA;microUSB 2.0;Li-Ion 1350 mAh battery;White| Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a9-dual.jpg
Celkon;A 107+;;;;Yes;Yes;2014;148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in);;;5.0 inches (~62.4% screen-to-body ratio);480 x 800 pixels (~187 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.0 GHz;;4 GB;8 MP;1.3 MP;microUSB 2.0;Li-Ion 2100 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a107-plus.jpg
Celkon;C4040;;;;No;No;2014;101 x 52 x 12.5 mm (3.98 x 2.05 x 0.49 in);;;2.4 inches (~34.0% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1100 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c4040.jpg
Celkon;ARR35;;;;Yes;No;2014;128 x 68 x 10.2 mm (5.04 x 2.68 x 0.40 in);;;3.5 inches (~41.9% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);;;;;2 MP| LED flash;No;Yes;Li-Ion 1200 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-arr35.jpg
Celkon;CT 7;;;;No;No;2014;192 x 110 x 14 mm (7.56 x 4.33 x 0.55 in);;;7.0 inches (~66.0% screen-to-body ratio);480 x 800 pixels (~133 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich);1.0 GHz;;8 GB;2 MP;Yes;microUSB 2.0;Non-removable Li-Ion 3000 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-ct7.jpg
Celkon;CT-888;HSDPA 2100 ;;HSPA;Yes;Yes;2014;-;;;7.0 inches;600 x 1024 pixels (~170 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.2 GHz;;4 GB;2 MP;Yes;microUSB 2.0;Non-removable Li-Ion 3500 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-ct888.jpg
Celkon;C820;HSDPA 2100 ;;HSPA;Yes;Yes;2014;210 x 131 x 10.5 mm (8.27 x 5.16 x 0.41 in);;;8.0 inches (~67.5% screen-to-body ratio);800 x 1280 pixels (~189 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.0 GHz;;4 GB;3.15 MP;1.3 MP;microUSB 2.0;Non-removable Li-Ion 4000 mAh battery;Black| Silver;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c820.jpg
Celkon;C720;HSDPA 2100 ;;HSPA;Yes;Yes;2014;194.6 x 124 x 12.1 mm (7.66 x 4.88 x 0.48 in);;;7.0 inches (~56.5% screen-to-body ratio);458 x 800 pixels (~132 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.0 GHz;;4 GB;3.15 MP;1.3 MP;microUSB 2.0;Non-removable Li-Ion 3000 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c720.jpg
Celkon;S1;HSDPA 2100 ;;HSPA;Yes;Yes;2014  February;144 x 71 x 8.9 mm (5.67 x 2.80 x 0.35 in);137;483;5.0 inches (~67.4% screen-to-body ratio);1080 x 1920 pixels (~441 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.5 GHz;;16 GB;13 MP| autofocus| LED flash;8 MP;microUSB 2.0;Li-Ion 2300 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-s1.jpg
Celkon;A40;;;;Yes;Yes;2014  January;126.2 x 64 x 10.8 mm (4.97 x 2.52 x 0.43 in);;;4.0 inches (~56.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;5 MP;;microUSB 2.0;Li-Ion 1500 mAh battery;White| Yellow| Blue;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a40.jpg
Celkon;AR50;HSDPA 2100 ;;HSPA;Yes;Yes;2013  December;144.3 x 73.4 x 9.8 mm (5.68 x 2.89 x 0.39 in);140;494;5.0 inches (~65.1% screen-to-body ratio);540 x 960 pixels (~220 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.2 GHz;;4 GB;5 MP;Yes;microUSB 2.0;Li-Ion 2000 mAh battery;White;60;http://cdn2.gsmarena.com/vv/bigpic/celkon-ar50.jpg
Celkon;AR40;HSDPA 2100 ;;HSPA;Yes;Yes;2013  December;126.2 x 64 x 10.8 mm (4.97 x 2.52 x 0.43 in);;;4.0 inches (~56.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;3.15 MP;Yes;microUSB 2.0;Li-Ion 1500 mAh battery;Yellow;;http://cdn2.gsmarena.com/vv/bigpic/celkon-ar40.jpg
Celkon;AR45;HSDPA 2100 - SIM 1 & SIM 2;;HSPA;Class 12;Yes;2013  October;-;;;4.5 inches;960 x 854 pixels (~286 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.2 GHz Cortex-A7;Mali-400;4 GB;5 MP;1.3 MP;microUSB 2.0;Li-Ion 2000 mAh battery;White;90;http://cdn2.gsmarena.com/vv/bigpic/celkon-ar45.jpg
Celkon;A15;;;;Class 12;Yes;2013  October;-;;;3.5 inches;320 x 480 pixels (~165 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.0 GHz;;512 MB;3.15 MP;VGA;microUSB 2.0;Li-Ion 1400 mAh battery;White;50;http://cdn2.gsmarena.com/vv/bigpic/celkon-a15.jpg
Celkon;C7045;;;;Yes;No;2013  September;-;;;3.5 inches;320 x 480 pixels (~165 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1200 mAh battery;Black;30;http://cdn2.gsmarena.com/vv/bigpic/celkon-c7045.jpg
Celkon;C605;;;;Yes;No;2013  September;-;;;1.8 inches;128 x 160 pixels (~114 ppi pixel density);;;;;Yes;No;Yes;Removable Li-Ion 2200 mAh battery;Black;10;http://cdn2.gsmarena.com/vv/bigpic/celkon-c605.jpg
Celkon;C399;;;;Yes;No;2013  September;-;;;2.4 inches;240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1800 mAh battery;Black;20;http://cdn2.gsmarena.com/vv/bigpic/celkon-c399.jpg
Celkon;C76;;;;Yes;No;2013  September;-;;;2.8 inches;240 x 320 pixels (~143 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1400 mAh battery;Black;20;http://cdn2.gsmarena.com/vv/bigpic/celkon-c76.jpg
Celkon;C64;;;;Yes;No;2013  September;-;;;2.6 inches;240 x 320 pixels (~154 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1400 mAh battery;Black;20;http://cdn2.gsmarena.com/vv/bigpic/celkon-c64.jpg
Celkon;C63;;;;Yes;No;2013  September;-;;;2.6 inches;240 x 320 pixels (~154 ppi pixel density);;;;;Yes;No;Yes;Removable Li-Ion 1400 mAh battery;Black;20;http://cdn2.gsmarena.com/vv/bigpic/celkon-c63.jpg
Celkon;Monalisa 5;HSDPA 2100 ;;HSPA 7.2/5.76 Mbps;Yes;Class 12;2013  September;131.1 x 66.9 x 9 mm (5.16 x 2.63 x 0.35 in);1205;423;4.5 inches (~63.6% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.1.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A5;Adreno 203;4 GB;8 MP;Yes;microUSB 2.0;Li-Ion 1800 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-monalisa-5.jpg
Celkon;A112;HSDPA 2100 ;;Yes  384 kbps;Class 12;Class 12;2013  August;-;;;5.0 inches;480 x 854 pixels (~196 ppi pixel density);Android 4.2.0 (Jelly Bean);Dual-core 1.2 GHz;;4 GB;8 MP;1.3 MP;microUSB 2.0;Li-Ion 2000 mAh battery;Black/White;90;http://cdn2.gsmarena.com/vv/bigpic/celkon-a112.jpg
Celkon;A63;;;;Class 12;Class 12;2013  August;-;;;4.0 inches;480 x 800 pixels (~233 ppi pixel density);Android 4.2.0 (Jelly Bean);Dual-core 1.2 GHz;;512 MB;3.15 MP;VGA;microUSB 2.0;Li-Ion 1500 mAh battery;Black;50;http://cdn2.gsmarena.com/vv/bigpic/celkon-a63.jpg
Celkon;A60;;;;Class 12;Class 12;2013  August;-;;;4.5 inches;480 x 854 pixels (~218 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.0 GHz;;512 MB;3.15 MP;VGA;microUSB 2.0;Li-Ion 1400 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a60.jpg
Celkon;A20;HSDPA 2100 ;;Yes  384 kbps;Class 12;Class 12;2013  August;-;;;4.0 inches;480 x 800 pixels (~233 ppi pixel density);Android 4.2.0 (Jelly Bean);Dual-core 1.2 GHz;;256 MB;3.15 MP;VGA;microUSB 2.0;Li-Ion 1500 mAh battery;Black;60;http://cdn2.gsmarena.com/vv/bigpic/celkon-a20.jpg
Celkon;A10;HSDPA 2100 ;;Yes  384 kbps;Class 12;Class 12;2013  August;-;;;3.5 inches;320 x 400 pixels (~165 ppi pixel density);Android 4.2.0 (Jelly Bean);Dual-core 1.0 GHz;;256 MB;1.3 MP;VGA;microUSB 2.0;Li-Ion 1500 mAh battery;Black;50;http://cdn2.gsmarena.com/vv/bigpic/celkon-a10.jpg
Celkon;C5050 Star;;;;Yes;No;2013  August;-;;;2.8 inches;240 x 320 pixels (~143 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c5050.jpg
Celkon;C7030;;;;Yes;No;2013  August;112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in);95;335;3.2 inches (~45.4% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1200 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c7030.jpg
Celkon;A105;;;;Class 12;Class 12;2013  August;-;;;5.0 inches;480 x 800 pixels (~187 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;512 MB;5 MP;VGA;microUSB 2.0;Li-Ion 2100 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a105.jpg
Celkon;C349i;;;;Yes;No;2013  August;-;;;1.8 inches;128 x 160 pixels (~114 ppi pixel density);;;;;VGA;No;Yes;Removable Li-Ion 900 mAh battery;Black;10;http://cdn2.gsmarena.com/vv/bigpic/celkon-c349i.jpg
Celkon;C297;;;;Yes;No;2013  August;-;;;2.4 inches;240 x 320 pixels (~167 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c297-1.jpg
Celkon;C69;;;;Yes;No;2013  August;-;;;2.4 inches;240 x 320 pixels (~167 ppi pixel density);;;;;VGA;No;Yes;Removable Li-Ion 1600 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c69.jpg
Celkon;C67+;;;;Yes;No;2013  August;-;;;2.4 inches;240 x 320 pixels (~167 ppi pixel density);;;;;VGA;No;Yes;Removable Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c67plus.jpg
Celkon;C74;;;;Yes;No;2013  August;-;;;2.8 inches;240 x 320 pixels (~143 ppi pixel density);;;;;1.3 MP;No;Yes;Removable Li-Ion 1100 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-c74.jpg
Celkon;CT-910+;HSDPA 2100 ;;HSPA;Yes;Yes;2013  July;193 x 123 x 9 mm (7.60 x 4.84 x 0.35 in);180;0;7.0 inches (~58.1% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.0 GHz;;;2 MP;VGA;Yes;Non-removable Li-Ion 3500 mAh battery;Gray;;http://cdn2.gsmarena.com/vv/bigpic/celkon-ct910-plus.jpg
Celkon;A118;HSDPA 2100 ;;HSPA;Yes;Yes;2013  May;147 x 73.4 x 9 mm (5.79 x 2.89 x 0.35 in);;;5.0 inches (~63.9% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;4 GB;8 MP| autofocus| LED flash;3 MP;microUSB 2.0| USB Host;Li-Ion 2000 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a118.jpg
Celkon;A107;;;;Yes;Yes;2013  March;148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in);;;5.0 inches (~62.4% screen-to-body ratio);480 x 800 pixels (~187 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;512 MB;8 MP;1.3 MP;microUSB 2.0;Li-Ion 2100 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a107.jpg
Celkon;A9+;;;;Yes;Yes;2013  April;119.5 x 63 x 10.8 mm (4.70 x 2.48 x 0.43 in);;;3.5 inches (~48.5% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.0 (Ice Cream Sandwich);1.0 GHz;;512 MB;2 MP;Yes;microUSB 2.0;Li-Ion 1350 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a9-plus.jpg
Celkon;A119Q Signature HD;HSDPA 2100 ;;HSPA 7.2/5.76 Mbps;Yes;Class 12;2013  April;148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in);177;624;5.0 inches (~62.5% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;4 GB (1.45 GB user available);12 MP| autofocus| LED flash;3 MP;microUSB 2.0;Li-Ion 2100 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a119q.jpg
Celkon;A119 Signature HD;HSDPA 2100 ;;HSPA 7.2/5.76 Mbps;Yes;Class 12;2013  March;148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in);177;624;5.0 inches (~62.5% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;4 GB (1.45 GB user available);12 MP| autofocus| LED flash;3 MP;microUSB 2.0;Li-Ion 2100 mAh battery;Black| White;200;http://cdn2.gsmarena.com/vv/bigpic/celkon-a1191.jpg
